Name,Overall,Position
U. Hünemeier,70.0,CB
A. Canelo,70.0,ST
F. Ogier,70.0,CB
Luiz Antônio,70.0,CDM
J. Maclaren,70.0,ST
G. Þórarinsson,70.0,WM
B. Leroy,70.0,GK
M. Sampirisi,70.0,CB
C. Higuita,70.0,CDM
Wilson Manafá,70.0,FB
B. Barišić,70.0,FB
João Lucas,70.0,FB
V. Kadlec,70.0,ST
S. Lundevall,70.0,WM
Alberto Benito,70.0,WM
H. Mendyl,70.0,FB
J. Paintsil,70.0,WM
T. Martínez,70.0,CAM
M. Thorsby,70.0,CDM
B. Berisha,70.0,ST
Ramón Folch,70.0,CM
S. Janko,70.0,FB
Nano,70.0,ST
C. Ganea,70.0,FB
Braga,70.0,CM
A. Hutton,70.0,FB
G. Campi,70.0,CB
De las Cuevas,70.0,WM
A. Feick,70.0,FB
Edson Farias,70.0,FB
Lucas Possignolo,70.0,CB
G. Makaridze,70.0,GK
Kim Bo Kyung,70.0,CM
M. Michel,70.0,GK
O. Kemen,70.0,CM
M. Saito,70.0,WM
M. Kelemen,70.0,GK
Lourival Dinisco,70.0,CB
Jairo Farnias,70.0,GK
P. Anton,70.0,CDM
S. Popov,70.0,FB
Y. Kakitani,70.0,ST
E. Rolland,70.0,CM
G. Suazo,70.0,WM
E. Falkenburg,70.0,ST
L. Landre,70.0,CB
S. Vergini,70.0,CB
Carlos Gutiérrez,70.0,CB
J. Bokila,70.0,ST
T. Kristensen,70.0,CDM
G. Bellusci,70.0,CB
H. Nielsen,70.0,ST
C. Ramirez,70.0,ST
D. Cabrera,70.0,CM
G. Mackay-Steven,70.0,WM
F. Platte,70.0,ST
P. Pentke,70.0,GK
M. Liendl,70.0,CAM
F. Seymour,70.0,CM
R. Ripart,70.0,WM
Gerard Valentín,70.0,FB
F. Schultz,70.0,WM
L. Trałka,70.0,CDM
A. Dona Ndoh,70.0,ST
M. Yattara,70.0,ST
R. Nelson,70.0,FW
M. Torrén,70.0,CB
S. Kerk,70.0,WM
B. Davies,70.0,CB
Iago,70.0,CB
Victor Fachinhas,70.0,GK
K. Leerdam,70.0,FB
Javi Ros,70.0,CM
C. Şahin,70.0,WM
M. Matos,70.0,ST
William,70.0,CM
J. Delaplace,70.0,CM
C. Janker,70.0,CB
B. Heynen,70.0,CM
Bismark,70.0,FW
Ortuño,70.0,ST
M. Azira,70.0,CM
J. Rodríguez,70.0,CB
F. González,70.0,ST
M. Falzerano,70.0,CM
C. Ascues,70.0,FB
Akapo,70.0,FB
M. Friedrich,70.0,CB
David Fernández,70.0,CB
R. Ziegler,70.0,CB
A. Ábalos,70.0,WM
V. Sarı,70.0,CB
D. Keet,70.0,GK
N. Leyes,70.0,CDM
P. Hatzidiakos,70.0,CB
J. Makengo,70.0,CM
D. Opare,70.0,FB
D. Schmidt,70.0,CB
L. Castaignos,70.0,ST
R. Azeez,70.0,CDM
D. Antolić,70.0,CM
D. Jevtić,70.0,CAM
Y. Kobayashi,70.0,CM
E. Seka,70.0,CB
M. Volta,70.0,CB
Aridane,70.0,CB
B. Schenkeveld,70.0,CB
Allan Ardaújo,70.0,WAM
M. Bero,70.0,CAM
C. Chantôme,70.0,CAM
D. Hoesen,70.0,ST
A. Machado,70.0,CB
Rodolfo,70.0,CAM
M. Targett,70.0,FB
R. Dwamena,70.0,ST
K. Laribi,70.0,CM
Bruno Nascimento,70.0,CB
J. Souttar,70.0,CB
L. Faravelli,70.0,CM
O. Okwonkwo,70.0,FW
D. Zuma,70.0,FW
J. Busk,70.0,GK
D. Delgado,70.0,WM
N. Mihajlović,70.0,FW
Lucas Áfrico,70.0,CB
D. Lévêque,70.0,FB
R. Himmelmann,70.0,GK
Y. Kashiwagi,70.0,CAM
A. Rrahmani,70.0,CB
P. Sagna,70.0,FB
J. Archer,70.0,GK
M. Pedersen,70.0,ST
P. Helland,70.0,FW
Y. Moreno,70.0,WM
K. Hämäläinen,70.0,WM
S. Pocognoli,70.0,FB
G. Leadbitter,70.0,CDM
H. Quiñones,70.0,FB
Ansel Barnisco,70.0,CDM
I. El Adoua,70.0,CDM
J. Angulo,70.0,FB
J. Berthomier,70.0,WM
E. Rolón,70.0,CDM
A. Frączczak,70.0,WM
R. Wolski,70.0,CAM
J. Pearce,70.0,CB
N. Moro,70.0,CDM
B. Aouacheria,70.0,FW
J. McEachran,70.0,CDM
P. Wszołek,70.0,WM
L. Baker,70.0,CM
Alfonso Herrero,70.0,GK
A. Măţel,70.0,FB
K. Rosenberry,70.0,FB
L. Thy,70.0,ST
Koo Ja Ryong,70.0,CB
D. Fry,70.0,CB
R. Leeuwin,70.0,CB
R. Fernández,70.0,ST
A. Timofeev,70.0,CDM
Rodrigo Pinho,70.0,ST
H. Vaca,70.0,WM
J. Worrall,70.0,CB
A. El Jadeyaoui,70.0,FW
M. Eriksson,70.0,WM
Y. Kalfa,70.0,WM
C. Vilches,70.0,CB
C. Dessers,70.0,ST
A. Kara,70.0,CDM
C. Dunkley,70.0,CB
F. Deli,70.0,CM
Jefferson Santos,70.0,CDM
Kim Seung Dae,70.0,CM
M. Mancienne,70.0,CB
C. Gardner,70.0,CM
M. Danielson,70.0,CB
A. Seculin,70.0,GK
O. Hüsing,70.0,CB
A. Totovytskyi,70.0,CAM
Fede Vico,70.0,CAM
R. Robayo,70.0,CM
M. Gori,70.0,CM
Miguel Torres,70.0,CB
Montoro,70.0,CDM
N. Paz,70.0,CB
U. Uçar,70.0,FB
D. Blum,70.0,ST
M. Hefele,70.0,CB
C. Bieler,70.0,ST
S. Johnson,70.0,GK
K. Coulibaly,70.0,ST
Saúl,70.0,FB
I. Dia,70.0,WM
B. Myhill,70.0,GK
D. Kuciak,70.0,GK
Pablo Marí,70.0,CB
Moon Seon Min,70.0,FW
K. Steppe,70.0,GK
C. Insaurralde,70.0,FW
J. Domínguez,70.0,CDM
L. Gregory,70.0,ST
M. Mittelstädt,70.0,FB
M. Romero,70.0,ST
D. Damjanović,70.0,FW
Alam Basteirinho,70.0,WAM
Lee Seung Woo,70.0,FW
N. Gorosito,70.0,CB
M. Trávník,70.0,CM
G. Gardner,70.0,CM
Lee Seung Gi,70.0,CM
C. Forsyth,70.0,FB
D. Lenihan,70.0,CB
F. Klein,70.0,FB
A. Weber,70.0,CB
F. Haugen,70.0,CM
T. Bruns,70.0,CM
C. González,70.0,ST
M. Coronel,70.0,CB
M. Schuhen,70.0,GK
J. Knudsen,70.0,FB
Q. Martinus,70.0,WM
G. Gianniotas,70.0,WM
F. De Paul,70.0,GK
Kangin Lee,70.0,CAM
N. Carreño,70.0,FB
J. Sánchez,70.0,CAM
Lee Jae Sung,70.0,CB
Kim Eun Sun,70.0,CDM
D. Moreno,70.0,CDM
A. Isaksson,70.0,GK
V. van Crooij,70.0,WM
M. D'Alessandro,70.0,WM
R. Windbichler,70.0,CB
C. Corvalán,70.0,FB
C. Adam,70.0,CM
Renaldo Justinho,70.0,CAM
Y. Wissa,70.0,WM
A. Saldívar,70.0,GK
A. Stoian,70.0,WM
N. Obiora,70.0,CDM
S. Salger,70.0,CB
B. Meling,70.0,FB
Macarinho Louro,70.0,WAM
S. Ireland,70.0,CAM
S. De Ridder,70.0,FW
M. Coutadeur,70.0,CDM
W. Grigg,70.0,ST
K. Barbarouses,70.0,ST
Ricardo Ferreira,70.0,GK
G. Belaud,70.0,FB
Clerc,70.0,FB
L. Mugni,70.0,CM
A. Faurlín,70.0,CDM
M. Barbieri,70.0,CB
Javi Guerra,70.0,ST
R. Braña,70.0,CDM
L. Benegas,70.0,ST
S. Hogan,70.0,ST
Pêpê,70.0,CM
Park Joo Ho,70.0,CM
R. Maiello,70.0,CM
B. Guillaume,70.0,ST
Vinicius Trieiro,70.0,FB
Christian Fernández,70.0,CB
F. Fragapane,70.0,WM
A. Chipciu,70.0,WM
E. Koulouris,70.0,ST
Raphael Paneira,70.0,FW
C. Espinoza,70.0,FW
C. Borja,70.0,FB
M. Pouraliganji,70.0,CB
Jailson Oliva,70.0,FB
Jordi Mboula,70.0,WM
F. Hasani,70.0,WM
J. Sambia,70.0,CM
Jorge Sáenz,70.0,CB
P. Mahlambi,70.0,CAM
D. McGoldrick,70.0,ST
G. Kagelmacher,70.0,CB
N. Leali,70.0,GK
M. Pospíšil,70.0,CAM
A. Aguerre,70.0,GK
M. Robak,70.0,ST
Javi Márquez,70.0,CM
C. Ramos,70.0,CB
T. Bunbury,70.0,ST
D. Cvetinović,70.0,CB
L. Ajorque,70.0,ST
R. Nissen Kristensen,70.0,FB
T. Hiariej,70.0,CDM
J. Marveaux,70.0,CDM
M. Kone,70.0,CM
F. Holland,70.0,FB
C. Suárez,70.0,CB
B. Safari,70.0,CB
M. Varnier,70.0,CB
B. Kadrii,70.0,ST
J. Paredes,70.0,FB
Aitor García,70.0,ST
L. Spalvis,70.0,ST
M. Stoppelkamp,70.0,WM
T. Itō,70.0,WM
Nenê,70.0,ST
C. Strohdiek,70.0,CB
J. Brabec,70.0,CB
S. Çikalleshi,70.0,ST
L. García,70.0,GK
M. Wasilewski,70.0,CB
S. Griesbeck,70.0,CDM
J. Benítez,70.0,FW
Diogildo Peixe,70.0,WAM
N. Ibáñez,70.0,GK
I. Uche,70.0,ST
D. Dessena,70.0,CM
R. Ovelar,70.0,ST
V. Mannone,70.0,GK
J. Gillet,70.0,GK
L. Venuti,70.0,FB
J. Meneses,70.0,WM
G. Maniatis,70.0,CDM
A. Mabil,70.0,FW
M. Olivera,70.0,FB
J. Madueña,70.0,FB
R. Kurzawa,70.0,WM
F. Pellegrino,70.0,GK
N. Ampomah,70.0,WM
C. Fuentes,70.0,CDM
O. Burke,70.0,WM
Sandro Manoel,70.0,CDM
K. Dowell,70.0,CAM
N. Leguizamón,70.0,ST
G. Espinoza,70.0,CDM
A. Balić,70.0,CM
M. Dos Santos,70.0,CB
Breno Bemposta,70.0,CDM
B. Capon,70.0,FB
C. Hudson-Odoi,70.0,FW
Ruiz de Galarreta,70.0,CM
V. Osimhen,70.0,WM
Mauro Júnior,70.0,CAM
M. Casierra,70.0,FB
L. Cáceda,70.0,CB
B. Nieuwkoop,70.0,FB
M. Cash,70.0,WM
P. Huntington,70.0,CB
A. Paločević,70.0,CM
L. Sequeira,70.0,WM
A. Bouka Moutou,70.0,FB
I. Saadi,70.0,ST
J. Shackell,70.0,CB
D. Wheater,70.0,CB
L. Tomlin,70.0,CAM
N. Viola,70.0,CM
O. Shevchenko,70.0,GK
Marlinito Dias,70.0,CDM
Marc Cardona,70.0,ST
J. Rivierez,70.0,FB
A. Crescenzi,70.0,FB
José Arnáiz,70.0,WM
L. Giannetti,70.0,CB
R. Boffin,70.0,GK
R. Ramírez,70.0,ST
D. von Ballmoos,70.0,GK
T. Carson,70.0,GK
T. Tawatha,70.0,FB
J. Martins Pereira,70.0,FB
P. Gallagher,70.0,CDM
M. Morrison,70.0,CB
C. Fierro,70.0,WM
Bruno Moreira,70.0,ST
F. Ayité,70.0,FW
F. Zuculini,70.0,CM
J. Morrow,70.0,FB
Vítor Gonçalves,70.0,CM
Wei Shihao,70.0,WM
J. Cuffaut,70.0,FB
Y. Touzghar,70.0,ST
L. Evans,70.0,CDM
Luan Sendeiro,70.0,CDM
Iriome,70.0,WM
J. Cortés,70.0,CM
E. Bologna,70.0,GK
A. Batalla,70.0,GK
M. Formica,70.0,CAM
J. Robinson,70.0,FB
Matheus Cunha,70.0,ST
M. George,70.0,ST
Nino,70.0,ST
X. Kouassi,70.0,CM
G. Kerk,70.0,ST
J. Bacuna,70.0,CM
Y. Boli,70.0,ST
Lasure,70.0,WM
J. Van Rankin,70.0,FB
S. Luperto,70.0,CB
Pita,70.0,CDM
Dani Jiménez,70.0,GK
J. Williams,70.0,CAM
Philipe Sampaio,70.0,CB
D. Sow,70.0,CM
Sevinho Santos,70.0,ST
M. Pajač,70.0,WM
J. Domínguez,70.0,CB
J. Wurtz,70.0,CAM
Derley,70.0,ST
C. Coosemans,70.0,GK
Gabriel Xavier,70.0,CF
H. Moukoudi,70.0,CB
N. Dyer,70.0,WM
H. Menosse,70.0,CB
César Arzo,70.0,CB
M. Manotas,70.0,ST
Waguininho,70.0,ST
A. Jędrzejczyk,70.0,FB
C. Diandy,70.0,CDM
J. Toledo,70.0,ST
W. Zahibo,70.0,CDM
J. Dudziak,70.0,FB
P. Franco,70.0,CB
R. Jenssen,70.0,CM
Dodô,70.0,FB
M. Donald,70.0,CDM
A. Sissoko,70.0,CDM
Renato Chaves,70.0,CB
M. Odubajo,70.0,FB
W. Vaulks,70.0,CDM
Y. Al Shehri,70.0,CAM
D. Cerén,70.0,CDM
E. Arango,70.0,WM
C. Mandanne,70.0,ST
C. Traoré,70.0,FB
F. Acuña,70.0,WM
D. Aleksić,70.0,CAM
L. Boyce,70.0,ST
J. Scowen,70.0,CDM
J. Murillo,70.0,WM
J. San Román,70.0,FB
S. Štilić,70.0,CAM
M. Yıldırım,70.0,GK
Gus Ledes,70.0,CDM
R. Alioui,70.0,ST
V. Huerta,70.0,CB
S. Kaya,70.0,CB
S. Delev,70.0,WM
K. Ehizibue,70.0,FB
D. Larsson,70.0,WM
B. Urribarri,70.0,FB
D. Williams,70.0,FB
J. García,70.0,GK
L. Cattermole,70.0,CDM
P. Álvarez,70.0,FB
A. Putsila,70.0,CAM
K. Kanatsızkuş,70.0,ST
Momo,70.0,WM
E. Godoy,70.0,CB
C. Bovo,70.0,CB
J. Meredith,70.0,FB
B. Henning,70.0,CM
O. Petrák,70.0,CDM
B. Röcker,70.0,CB
R. Cardozo,70.0,WM
M. Duelund,70.0,FW
M. Seuntjens,70.0,ST
Nilson Padilho,70.0,WAM
G. Gómez,70.0,CDM
Dai Lin,70.0,CB
M. Budimir,70.0,ST
Javi Lara,70.0,CM
Alef,70.0,CDM
J. Palacios,70.0,FB
C. Henao,70.0,CB
C. Yambéré,70.0,CB
O. Dramé,70.0,FW
S. Michel,70.0,ST
S. Özcan,70.0,CM
M. Correia,70.0,CB
J. Harrison,70.0,WM
F. Diabaté,70.0,WM
E. Torres,70.0,ST
R. Improta,70.0,FW
N. Hauptmann,70.0,CAM
A. Bouhaddouz,70.0,ST
S. Ubilla,70.0,ST
Francisco Ramos,70.0,CM
J. Roa,70.0,CM
K. N'Doram,70.0,CDM
J. Torunarigha,70.0,CB
C. Deac,70.0,CM
Marc Gual,70.0,ST
B. Samudio,70.0,WM
S. Bassong,70.0,CB
S. Manolev,70.0,FB
A. Letellier,70.0,GK
I. Ezekiel,70.0,ST
C. Oliveira Souza,70.0,WM
J. Palmieri,70.0,FB
M. Larrondo,70.0,ST
J. Colback,70.0,CDM
T. Kister,70.0,CB
N. Omladič,70.0,WM
P. Cuadra,70.0,ST
I. Plastun,70.0,CB
W. Dutoit,70.0,GK
M. Matvienko,70.0,FB
A. Chatzigiovanis,70.0,WM
M. Ardemagni,70.0,ST
A. Pearce,70.0,CB
E. Imorou,70.0,FB
M. Franke,70.0,CB
F. Falco,70.0,CAM
L. Villalba,70.0,FB
Tiago Lopes,70.0,FB
Diogo Viana,70.0,FB
M. El Kabir,70.0,ST
O. Nguette,70.0,FW
A. Engin,70.0,WM
J. Ortiz,70.0,CM
S. Khelifi,70.0,FW
J. Reine-Adélaïde,70.0,WM
K. Kronholm,70.0,GK
N. Ninković,70.0,CAM
M. Gakpa,70.0,CM
Eber Bessa,70.0,CM
C. Valencia,70.0,ST
B. Mokulu,70.0,ST
D. Johnson,70.0,CM
D. Marney,70.0,CM
M. Kieftenbeld,70.0,CM
P. Heise,70.0,WM
A. Rudko,70.0,GK
L. Mchedlidze,70.0,ST
H. Al Moqahwi,70.0,CAM
S. Fletcher,70.0,ST
K. Danso,70.0,CB
C. Tiffert,70.0,CB
T. Asano,70.0,WM
G. Torres,70.0,ST
S. Napoleoni,70.0,CAM
A. Konradsen,70.0,CM
K. Günter,70.0,CB
S. Medojević,70.0,CDM
Anuar,70.0,CDM
Sastre,70.0,CM
G. Pinzi,70.0,CM
Jona,70.0,ST
Daniel Amora,70.0,CDM
P. Toranzo,70.0,CAM
Carlinhos,70.0,CAM
E. Hestad,70.0,FW
Fernando,70.0,WM
S. Adamyan,70.0,ST
Fede,70.0,CDM
Nathan Otávio,70.0,CB
M. Wittek,70.0,FB
Rafa Navarro,70.0,FB
N. Taylor,70.0,FB
M. Schäffler,70.0,ST
E. Ávila,70.0,WM
A. Mazzotta,70.0,FB
P. Frankowski,70.0,WM
P. Budkivskyi,70.0,ST
J. Flum,70.0,CDM
Y. Ngbakoto,70.0,WM
R. Bonevacia,70.0,FW
K. Shibasaki,70.0,WM
D. Lainez,70.0,WM
M. Navarrete,70.0,CB
F. Valiani,70.0,WM
J. Maghoma,70.0,WM
Alex López,70.0,CDM
Hernán,70.0,CM
A. Werner,70.0,GK
B. Bjarnason,70.0,WM
Pichu Atienza,70.0,CB
F. Campos,70.0,FB
Christian Rivera,70.0,CDM
Johannesson,70.0,FB
C. Acevedo,70.0,GK
A. Budimir,70.0,ST
J. Troisi,70.0,CAM
A. Tuia,70.0,CB
V. Pálsson,70.0,CM
M. Tahrat,70.0,CB
E. Korkmaz,70.0,CB
Jeong Jae Yong,70.0,CDM
L. Mousset,70.0,ST
C. Michelin,70.0,FB
F. Ojo,70.0,CM
Jeong Woon,70.0,WM
M. Bodmer,70.0,CAM
K. Smith,70.0,CM
A. Wisdom,70.0,FB
S. Doi,70.0,ST
Thiago Carleto,70.0,FB
D. Stracqualursi,70.0,ST
C. Maxwell,70.0,GK
Alberto Martín,70.0,CDM
S. Birnbaum,70.0,CB
J. Dilrosun,70.0,WM
A. Kali,70.0,CDM
D. Fox,70.0,CB
L. Castro,70.0,ST
I. Nedelcearu,70.0,CB
A. Orión,70.0,GK
D. Milošević,70.0,CAM
J. Minala,70.0,CM
S. Çinaz,70.0,CDM
A. Turan,70.0,FB
S. Dursun,70.0,CB
C. Leemans,70.0,CM
Kwon Soon Hyung,70.0,CM
Errasti,70.0,CDM
M. Camporese,70.0,CB
M. Al Buraik,70.0,FB
J. de Wijs,70.0,CB
Murilo Freitas,70.0,FW
W. Rémy,70.0,CB
C. Valenzuela,70.0,CAM
F. Pizzini,70.0,WM
A. Ignjovski,70.0,FB
M. El-Munir,70.0,WM
R. Del Castillo,70.0,WM
M. Diaby,70.0,FW
G. Garza,70.0,FB
L. Jans,70.0,FB
Aguza,70.0,CDM
R. Fernández,70.0,CM
N. Wells,70.0,ST
D. Croce,70.0,CM
E. Loeschbor,70.0,CB
P. Schuurs,70.0,CB
B. Kololli,70.0,FW
K. Sigþórsson,70.0,ST
M. Koné,70.0,ST
R. Fiamozzi,70.0,FB
L. Pico,70.0,CDM
E. Bello,70.0,WM
Salvador Agra,70.0,WM
P. McNair,70.0,CDM
D. Rodríguez,70.0,ST
M. Stiepermann,70.0,CAM
J. Fulton,70.0,CM
L. Abram,70.0,CB
Z. Gano,70.0,ST
L. Mazzoni,70.0,GK
Y. M'Changama,70.0,CDM
T. Mings,70.0,FB
K. Árnason,70.0,CB
U. Bozok,70.0,ST
Borja Fernández,70.0,CDM
H. Bazile,70.0,WM
G. Carey,70.0,WM
P. Souaré,70.0,FB
Verdasca,70.0,CB
J. Vigón,70.0,CM
Edsinho Torres,70.0,FB
S. Kaneko,70.0,WM
D. Batubinsika,70.0,CB
F. Giefer,70.0,GK
H. Wahl,70.0,CB
M. Albæk,70.0,CDM
Juan Dominguez,70.0,CM
C. Avevor,70.0,CB
David Costas,70.0,CB
M. Faraoni,70.0,WM
L. Mendoza,70.0,WM
S. Romagnoli,70.0,CB
A. Ngando,70.0,CAM
B. Vidal,70.0,CB
C. Buonaiuto,70.0,FW
L. Jutkiewicz,70.0,ST
Li Xuepeng,70.0,FB
Fábio Sturgeon,70.0,WM
K. Mahachi,70.0,FW
D. Barbona,70.0,WM
M. Silva,70.0,CB
G. Voboril,70.0,FB
Kim Jong Woo,70.0,CM
M. Terrazzino,70.0,WM
A. Ferrari,70.0,FB
Rafa Mir,70.0,CF
P. Iemmello,70.0,CM
M. Cerato,70.0,FW
Aleix García,70.0,CM
O. Linnér,70.0,GK
Platiny,70.0,ST
D. Petrić,70.0,GK
A. Meijers,70.0,FB
Jeong Seung Hyun,70.0,CB
Flávio Rebeilo,70.0,FB
E. Tercero,70.0,CB
Kalindi,70.0,FB
L. Kübler,70.0,FB
M. Caballero,70.0,ST
A. Rocha,70.0,CM
M. Ingvartsen,70.0,ST
N. Moiraghi,70.0,CB
C. Wondolowski,70.0,ST
M. Petržela,70.0,WM
A. Cissokho,70.0,FB
P. Bauer,70.0,CB
J. López,70.0,CB
C. Quintero,70.0,WM
R. Wallace,70.0,CM
P. Alvarado,70.0,CB
A. Micai,70.0,GK
H. Veerman,70.0,ST
A. Salvi,70.0,FB
B. Khuzwayo,70.0,GK
R. Loaiza,70.0,CDM
Hugo Vieira,70.0,ST
P. Türpitz,70.0,CAM
N. Đurđić,70.0,ST
K. Overmeire,70.0,CDM
H. Campagnaro,70.0,CB
F. Mancinelli,70.0,CB
F. Ondoa,70.0,GK
G. Ward,70.0,WM
Campillo,70.0,WM
E. Bush,70.0,GK
J. Silbeira,70.0,GK
F. Jungwirth,70.0,CB
I. Bel Hassani,70.0,CAM
André Santos,70.0,CM
B. Johnson,70.0,CM
Cotán,70.0,CDM
Artur Jorge,70.0,CB
T. Malacia,70.0,FB
M. van Buren,70.0,ST
Daguinho Parrela,70.0,FB
D. Beasley,70.0,FB
C. Zimmermann,70.0,CB
Ademilson,70.0,ST
Jorginho,70.0,WM
Lee Chung Yong,70.0,CAM
C. Eiting,70.0,CM
F. Ballas,70.0,CB
J. Komar,70.0,CB
Y. Gomis,70.0,ST
Rodrigo,70.0,FB
S. Winnall,70.0,ST
T. Delaine,70.0,FB
L. Quintana,70.0,CB
Rogério,70.0,WM
L. Nielsen,70.0,CB
D. Batth,70.0,CB
J. Giraudon,70.0,CDM
Vítor Bruno,70.0,FB
K. Watanabe,70.0,ST
V. Ulloa,70.0,CDM
Zhang Linpeng,70.0,CB
T. Eisfeld,70.0,CAM
J. Cristaldo,70.0,ST
Bernardo Motinho,70.0,FB
C. Walton,70.0,GK
Sergi Palencia,70.0,FB
V. Lampropoulos,70.0,CB
L. Tremolada,70.0,CAM
M. Pátkai,70.0,CDM
F. Al Ansari,70.0,CDM
José Semedo,70.0,CDM
G. Giakoumakis,70.0,ST
M. Leovac,70.0,FB
T. Figueroa,70.0,ST
Pol Llonch,70.0,CM
B. Angulo,70.0,FB
E. Bennett,70.0,WM
C. Nhamoinesu,70.0,FB
B. Rabello,70.0,WM
J. Insaurralde,70.0,CB
A. Bernardini,70.0,CB
J. Walker,70.0,CAM
A. Sørloth,70.0,ST
David Raya,70.0,GK
M. Cassierra,70.0,ST
A. Tchouaméni,70.0,CM
J. Siebatcheu,70.0,ST
V. Angban,70.0,CM
Edu Expósito,70.0,CM
A. Nordin,70.0,WM
Rodri,70.0,ST
M. Pisano,70.0,FW
G. Whelan,70.0,CDM
M. Parkhurst,70.0,CB
J. Zárate,70.0,WM
P. Kanstrup,70.0,CB
G. Scognamiglio,70.0,CB
E. Ersoy,70.0,CB
L. Licht,70.0,FB
Borja Herrera,70.0,FB
E. Brignola,70.0,CAM
M. Maddison,70.0,WM
M. Cavion,70.0,CM
C. Mosquera,70.0,WM
R. Gudiño,70.0,GK
V. Malcorra,70.0,CDM
Milton Menceiros,70.0,CB
Jamiro Monteiro,70.0,CM
L. Bridcutt,70.0,CDM
Luisinho,70.0,WM
E. Elmas,70.0,CDM
N. Pérez,70.0,CB
D. Ndlovu,70.0,ST
Y. Reyna,70.0,CF
D. Kownacki,70.0,ST
H. Faik,70.0,CM
C. Mepham,70.0,CB
D. Rudd,70.0,GK
Bruno Gallo,70.0,CM
M. Peybernès,70.0,CB
D. Böde,70.0,ST
T. Schröck,70.0,CB
I. Brown,70.0,CAM
J. Morris,70.0,ST
J. Taravel,70.0,CB
A. Lusamba,70.0,CM
Felipe,70.0,CB
Z. Touré,70.0,CB
I. Hajrović,70.0,WM
T. Kempe,70.0,CDM
V. Giraldo,70.0,FB
A. Wooten,70.0,ST
U. Đurđević,70.0,ST
A. Bastía,70.0,CDM
S. Allagui,70.0,ST
M. Müller,70.0,GK
P. Galdames,70.0,CM
O. Benítez,70.0,FW
E. Löwen,70.0,CDM
A. Fathi,70.0,FB
I. Sylla,70.0,ST
A. Tziolis,70.0,CB
J. Une Larsson,70.0,FB
Pedro Pinto,70.0,CB
G. Hairemans,70.0,CAM
E. Oztumer,70.0,CAM
S. Mugoša,70.0,ST
O. Oularé,70.0,ST
T. Sparv,70.0,CM
Matheus,70.0,CB
M. Jurman,70.0,CB
F. Malbašić,70.0,ST
N. Domínguez,70.0,CM
J. Ramaré,70.0,CDM
Yang Han Been,70.0,GK
S. Magnasco,70.0,FB
L. Mancuso,70.0,FW
Nuno André Coelho,70.0,CB
E. Ambrose,70.0,CB
S. Kitsiou,70.0,FB
Eltson Marques,70.0,CB
C. De Norre,70.0,WM
Eloi Amagat,70.0,CM
R. Abdullah,69.0,CDM
M. Ordóñez,69.0,CM
L. Robertone,69.0,CAM
I. Mathew,69.0,CM
P. Velthuizen,69.0,GK
K. Erasmus,69.0,ST
K. Mokotjo,69.0,CDM
C. Guzmán,69.0,FB
A. Fink,69.0,ST
D. Łukasik,69.0,CDM
J. Chunga,69.0,GK
C. Lombardi,69.0,FW
E. Hackman,69.0,FB
Aleix Febas,69.0,CDM
A. Isak,69.0,ST
R. Munsy,69.0,ST
E. Hussain,69.0,CM
Magno,69.0,ST
N. Bodurov,69.0,CB
Álvaro Peña,69.0,CAM
B. Riveros,69.0,FB
J. Villota,69.0,CAM
V. Fındıklı,69.0,CDM
L. Chambers,69.0,CB
D. Batallini,69.0,FW
Z. Zlámal,69.0,GK
D. Odoi,69.0,CB
Juanjo,69.0,CM
M. Jahfali,69.0,CB
M. Bunn,69.0,GK
David Batanero,69.0,CM
M. Lukač,69.0,GK
M. Wilson,69.0,CB
A. Jansen,69.0,ST
A. Sobiech,69.0,ST
L. Manyama,69.0,CAM
S. Morison,69.0,ST
A. Sepúlveda,69.0,WM
R. Murawski,69.0,CM
Pinillos,69.0,FB
P. Celeban,69.0,CB
J. Williams,69.0,CDM
N. Fernández,69.0,ST
S. Taniguchi,69.0,CB
A. Bogdán,69.0,GK
M. Ritter,69.0,CAM
L. Ridgewell,69.0,CB
C. Labrín,69.0,CB
S. Eduok,69.0,WM
J. Buijs,69.0,CB
M. Olsson,69.0,FB
M. Murillo,69.0,ST
A. Spörle,69.0,FB
J. Rodríguez,69.0,CAM
B. Halimi,69.0,CM
O. Ruisalvo,69.0,WM
K. Mac Allister,69.0,FB
V. Rüfli,69.0,FB
A. Aseri,69.0,CAM
J. Greguš,69.0,CM
D. Ward,69.0,ST
F. Hartherz,69.0,FB
Allan,69.0,CM
Luis Felipe,69.0,CDM
F. Kiss,69.0,CDM
U. Ceylan,69.0,GK
P. Filipović,69.0,CB
Cifu,69.0,FB
F. Álvarez,69.0,CAM
Caio Tafarell,69.0,CDM
E. Eze,69.0,CAM
A. Balzano,69.0,FB
J. Olsson,69.0,CB
J. Lefort,69.0,FB
I. Höhn,69.0,CB
J. Gyau,69.0,WM
M. Al Sahlawi,69.0,ST
Alberto,69.0,CB
Luciano Cacheira,69.0,GK
M. Gaus,69.0,FB
C. Lampe,69.0,GK
A. Vellios,69.0,ST
J. Sánchez,69.0,FB
F. Fielding,69.0,GK
N. Theuerkauf,69.0,FB
M. Sadlok,69.0,CB
H. Olvera,69.0,FB
S. Mosquera,69.0,CB
V. Kalitvintsev,69.0,WM
S. Papagiannopoulos,69.0,CB
I. Pettersson,69.0,GK
C. Evans,69.0,CDM
A. Richards,69.0,FB
S. Dursun,69.0,ST
